corpus_id,organization,source_system,source_section,tender_reference,tender_id,description,description_kind,item_type_hint,quantity,unit,location,product_category,document_url,source_url
M003623,Oil India Limited,oil-india.com,archive:Global Tenders,CJG0198P26,,Gas Sweetening Unit (GSU) Of Capacity 0.5 MMMSCMD for Removing the Carbon Dioxide Component from the Natural Gas for Gas Sequestration at Dandewala Gas Processing Complex on LSTK Basis Through EPC Mode of Execution in a Period of 20 Months with an Operation & Maintenance (O&M) of the plant for a Period of Two Years and Provision of Extension by Another One Year,archived_tender,,,,Jodhpur,,,https://www.oil-india.com/tender-details/64?in_detail=NlVHL3VnPT0=
M003624,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/4668035,,Gas engine driven Formation Water Disposal Pump (FWDP),archived_tender,pump,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=Nms2Lw==
M003625,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7583398,,Gaskets & Valves,archived_tender,valve,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=NkVDeHZ3PT0=
M003626,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5039020,,"Gate Valve, 2.1/16 inch x 5000 PSI, API 6A",archived_tender,gate valve,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=N1U2dw==
M003627,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7413690,,Gate Valves,archived_tender,gate valve,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkVDK3VRPT0=
M003628,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7771837,,Gate valve,archived_tender,gate valve,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkU2eHVRPT0=
M003629,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6911823,,Gate valve for Rigs,archived_tender,gate valve,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkVlM3Z3PT0=
M003630,Oil India Limited,oil-india.com,archive:Limited Tenders,DID8712L25,,Gauze (100cm x 16mtr x 400 gm) and Cotton wool (400 gm) for hospital use,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/65?in_detail=NmsrenRRPT0=
M003631,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7585219,,Geoscientific Modelling Software,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkVDeHVnPT0=
M003632,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6311863,,Globe Valve & Butterfly Valve,archived_tender,globe valve,,,Kolkata,,,https://www.oil-india.com/tender-details/124?in_detail=NlVXeXRRPT0=
M003633,Oil India Limited,oil-india.com,archive:Micro and Small Enterprises (MSEs),GEM/2026/B/7678663,,Globe Valves and Gate Valves,archived_tender,gate valve,,,Duliajan,,,https://www.oil-india.com/tender-details/265?in_detail=NkUrL3ZBPT0=
M003634,Oil India Limited,oil-india.com,archive:Limited Tenders,SDI7909L25,,Golf Sets Golf Sets,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/65?in_detail=NmtTL3RBPT0=
M003635,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5616953,,Graphite Flakes/Powder,archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=NmtTL3RRPT0=
M003636,Oil India Limited,oil-india.com,archive:Limited Tenders,CGI8118L25,,"Grass cutting work in road sides, play grounds, CISF Complex, Pond sides, area in front of Namghar & Mosque, vacant quarters (AX-3 Nos, A Type-40 Nos, BX-Type:16 Nos, B type 26 Nos, C-Type: 12 Nos) & other open areas inside Pipeline Headquarters, OIL, Narangi, Guwahati for a period of Two years",archived_tender,pipe,,,Guwahati,,,https://www.oil-india.com/tender-details/65?in_detail=NmtLMHVnPT0=
M003637,Oil India Limited,oil-india.com,archive:Limited Tenders,CGI6887L25,,"Grass cutting/cleaning/trimming of tree branches including removing of creepers from fencing in Industrial and domestic area at PS4, Sekoni for a period of 01 (One) year and extendable by another 01 (One) year subject to satisfactory performance of service contract",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/65?in_detail=NDArdw==
M003638,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/4845479,,Grips For Wire line,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkUreA==
M003639,Oil India Limited,oil-india.com,archive:National Tenders,CGI5834P24,,Ground Patrolling of the pipeline ROW by engaging Line Walkers from PL km 920.000 to PL km 1058.000 under Pump station -9 for a period of 04(Four) years,archived_tender,pump,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=N2tHdw==
M003640,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6013729,,Ground Patrolling of the pipeline ROW by engaging Line Walkers under Nahakatiya Barauni Pipeline(NBPL) from PL KM 1058 to PL km 1157.5.000 under the jurisdiction of Pump station -10 for a period of 4(Four) years,archived_tender,pump,,,Guwahati,,,https://www.oil-india.com/tender-details/124?in_detail=NmsrMHV3PT0=
M003641,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7633181,,Ground Water Filtration Plant,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkUrMXVnPT0=
M003642,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/5804125,,Ground Water Filtration Plant (Resin based),archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NmtHMHZ3PT0=
M003643,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5766675,,Guar Gum Guar Gum,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NmtLL3Z3PT0=
M003644,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7235778,,Guar Gum. Guar Gum,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkVTeXZ3PT0=
M003645,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7425366,,"Guide Shoe & Float Collar for 13.3/8"" x 68PPF x N-80 BTC",archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=NkVLenZ3PT0=
M003646,Oil India Limited,oil-india.com,archive:Limited Tenders,DID1098L26,,HAEMODIALYSIS SOLUTION B.P. (10 LTR.),archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/65?in_detail=NkVXL3VBPT0=
M003647,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6920033,,"HAND TUBE BENDER SIZE 1/4"", HAND TUBE BENDER SIZE 1/2"", TUBE CUTTER SIZE 1/4"" TO 1/2""",archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkVlM3V3PT0=
M003648,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5450683,,"HANGER FLANGE 11"" X 3.1/8"" (5000 PSI RATING) , HANGER FLANGE 11"" X 3.1/16"" (10000 PSI RATING)",archived_tender,flange,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NmtXK3ZRPT0=
M003649,Oil India Limited,oil-india.com,archive:Limited Tenders,SDI5775L24,,HCV RAPID CARD TEST,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/65?in_detail=Nms2dw==
M003650,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6537121,,HDD Degausser,archived_tender,,,,Noida,,,https://www.oil-india.com/tender-details/124?in_detail=NlVLeXZnPT0=
M003651,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/4975447,,HDPE LINING (45M X 50M),archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=N1VhMg==
M003652,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5275255,,HDPE LINING (45m X 50m),archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NmtlMHZBPT0=
M003653,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7741812,,HDPE LINING (45m X 50m) FOR DRILLING LOCATION,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkU2enZBPT0=
M003654,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6621777,,HDPE LINING (IS: 17374: 2020),archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NlVHd3ZnPT0=
M003655,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5243124,,HEAT EXCHANGER,archived_tender,heat exchanger,,,Kolkata,,,https://www.oil-india.com/tender-details/124?in_detail=NGs2dw==
M003656,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6669710,,HEAT SHRINKABLE TERMINATION & JOINTING KIT FOR CABLE,archived_tender,cable,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NlVDeXZBPT0=
M003657,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6262510,,HEAT SHRINKABLE TERMINATION & JOINTING KITs,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NlVhK3Z3PT0=
M003658,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/4624174,,HEXAMINE HEXAMINE,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NmtXeg==
M003659,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7863599,,HIGH END WORKSTATION,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NzBlMXVnPT0=
M003660,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7486376,,HIGH INTENSITY FOCUSED ELECTROMAGNETIC FIELD THERAPY (SUPER INDUCTIVE SYSTEM),archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NkVHenVRPT0=
M003661,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6133717,,HIGH PRESSURE TEST UNIT,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NlVleHZRPT0=
M003662,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6516132,,HIGH PURITY HELIUM GAS WITH CYLINDER,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NlVLMnZ3PT0=
M003663,Oil India Limited,oil-india.com,archive:National Tenders,SSI5684P24,,HIGH SPEED DIESEL OIL (HSD),archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/63?in_detail=NmtHeQ==
M003664,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/4833467,,HIGH TEMPERATURE & HIGH PRESSURE SS FLEXIBLE BELLOW HOSE,archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=NkVTMw==
M003665,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5157447,,HIRING AMC SERVICE AND BREAKDOWN MAINTENANCE SERVICES OF 16 NUMBERS OF MAINLINE HORIZONTAL PUMPS (SULZER GSG) ALONG WITH PRIME MOVERS AND OTHER EQUIPMENT IN VARIOUS PIPELINE PUMP STATIONS FOR A PERIOD OF 3(THREE) YEARS,archived_tender,pump,,,Guwahati,,,https://www.oil-india.com/tender-details/124?in_detail=NDArMg==
M003666,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7276358,,"HIRING AMC SERVICE AND BREAKDOWN MAINTENANCE SERVICES OF 8 NUMBERS OF MAINLINE HORIZONTAL PUMPS (KSB CHTR5/5 & CHTR 5/6) ALONG WITH PRIME MOVERS AND OTHER EQUIPMENT IN PIPELINE PUMP STATIONS PS-7, PS-8, PS-9 & PS-10 FOR A PERIOD OF 3 (THREE) YEARS",archived_tender,pump,,,Sonapur,,,https://www.oil-india.com/tender-details/124?in_detail=NkVTeHV3PT0=
M003667,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7860639,,"HIRING COMPREHENSIVE SERVICES FOR FLOOD AND WATERLOGGING STUDY AND MITIGATION PLAN AT OIL'S PIPELINE HEADQUARTERS TOWNSHIP, NARANGI, GUWAHATI, ASSAM",archived_tender,pipe,,,Guwahati,,,https://www.oil-india.com/tender-details/124?in_detail=NzBlMXZ3PT0=
M003668,Oil India Limited,oil-india.com,archive:Global Tenders,OIL/GABON/ENQ-CORING/326/2024,,HIRING CORING SERVICES FOR TWO (2) EXPLORATORY VERTICAL WELLS IN BLOCK SHAKTHI-II GABON,archived_tender,,,,Gabon,,,https://www.oil-india.com/tender-details/64?in_detail=NmtPeXZRPT0=
M003669,Oil India Limited,oil-india.com,archive:National Tenders,OIL/GABON/ENQ-DEVIATION DRILLING/309/2024,,HIRING DEVIATION DRILLING SERVICES FOR TWO (2) EXPLORATORY VERTICAL WELLS IN BLOCK SHAKTHI-II GABON,archived_tender,,,,Gabon,,,https://www.oil-india.com/tender-details/63?in_detail=NmtPMXZ3PT0=
M003670,Oil India Limited,oil-india.com,archive:National Tenders,OIL/GABON/ENQ-WASTE MGMT/304/2024,,HIRING DRILLING WASTE MANAGEMENT SERVICES FOR TWO (2) EXPLORATORY VERTICAL WELLS IN BLOCK SHAKTHI-II GABON,archived_tender,,,,Gabon,,,https://www.oil-india.com/tender-details/63?in_detail=NmtPMXZBPT0=
M003671,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7644270,,"HIRING OF 01 (ONE) BRAND NEW MINIBUS MODEL: TATA STAR BUS MARCOPOLO STD, 32 plus D, BS6 OR EQUIVALENT FOR PLYING UNDER ADMIN SECTION, PHQ, NARENGI FOR A PERIOD OF 4 (FOUR) YEARS",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/124?in_detail=NkUreXVBPT0=
M003672,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5053717,,HIRING OF 01 (ONE) NO. MOBILE WORK OVER RIG PACKAGE A PERIOD OF 02 (TWO) YEARS,archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=N0VhMw==
M003673,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7763929,,"HIRING OF 01 (ONE) NUMBER OF BRAND-NEW BOLERO, AC, POWER STEERING BS6 OR EQUIVALENT FOR EMERGENCY PURPOSE UNDER ADMINISTRATION SECTION FOR A PERIOD OF 04 (FOUR) YEARS WITH 02 (TWO) NOS OF DRIVERs",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/124?in_detail=NkU2eHZBPT0=
M003674,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5156055,,HIRING OF 01(ONE) NO. WIRELINE LOGGING UNIT WITH SERVICES FOR OILS OPERATION AREA IN RAJASTHAN FIELD FOR A PERIOD OF 02 (TWO) YEARS,archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=NDBDeg==
M003675,Oil India Limited,oil-india.com,archive:Global Tenders,CDG0589P26,,HIRING OF 05 NOS. OF WIRELINE LOGGING UNITS WITH SERVICES,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/64?in_detail=NlU2enRRPT0=
M003676,Oil India Limited,oil-india.com,archive:National Tenders,CGI6206P25,,"HIRING OF 1 (ONE) NO. BRAND NEW ERTIGA LXI PETROL VEHICLE AC POWER STEERING BS COMPLIANT (LATEST STAGE) AS PREVALENT AND AVAILABLE IN THE MARKET AT THE TIME OF DELIVERY FOR PLYING WITH COEES DEPARTMENT, GUWAHATI",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=NGtXLw==
M003677,Oil India Limited,oil-india.com,archive:National Tenders,CGI6205P25,,"HIRING OF 1 (ONE) NO. BRAND NEW ERTIGA TOUR M (PETROL DRIVEN) VEHICLE FOR PLYING AT ADMIN SECTION, PHQ., NARENGI FOR A PERIOD OF 4 (FOUR) YEARS",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=NzBXKw==
M003678,Oil India Limited,oil-india.com,archive:National Tenders,CGI7308P25,,"HIRING OF 1 (ONE) NO. BRAND NEW MARUTI SUZUKI CIAZ (DELTA 1.5 MT) PETROL DRIVEN VEHICLE FOR PLYING AT ADMIN SECTION, PHQ., NARENGI FOR A PERIOD OF 4 (FOUR) YEARS",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=Nmtld3V3PT0=
M003679,Oil India Limited,oil-india.com,archive:National Tenders,CGI7107P25,,"HIRING OF 1 (ONE) NO. BRAND NEW SWIFT DZIRE LXI PETROL VEHICLE AC POWER STEERING BS COMPLIANT (LATEST STAGE) AS PREVALENT AND AVAILABLE IN THE MARKET AT THE TIME OF DELIVERY FOR PLYING WITH HoD-COEES DEPARTMENT, GUWAHATI FOR A PERIOD OF 4 (FOUR) YEARS",archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/63?in_detail=NGtLKw==
M003680,Oil India Limited,oil-india.com,archive:National Tenders,CGI8628P25,,"HIRING OF 1 (ONE) NUMBER BRAND NEW BOLERO, AC, POWER STEERING BS COMPLIANT (LATEST STAGE) AS PREVALENT AND AVAILABLE IN THE MARKET AT THE TIME OF DELIVERY FOR CISF UNDER ADMINISTRATION SECTION, PHQ, NARENGI",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=NmsrK3VnPT0=
M003681,Oil India Limited,oil-india.com,archive:National Tenders,CGI8627P25,,HIRING OF 1 (One) NOS BRAND NEW MINIBUS MODEL STAR BUS 32 plus1 STR LP712/42 BS VI OR EQUIVALENT FOR PLYING AT ADMIN SECTION PHQ NARENGI FOR A PERIOD OF 4 (FOUR) YEARS,archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=Nms2enZBPT0=
M003682,Oil India Limited,oil-india.com,archive:National Tenders,CGI5611P24,,"HIRING OF 1 NO. BRAND NEW MINIBUS MODEL STAR BUS, 32 plus 1 STR BS VI OR EQUIVALENT FOR PLYING AT ADMIN SECTION, PHQ NARENGI",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=N1VVPQ==
M003683,Oil India Limited,oil-india.com,archive:National Tenders,CGI6705P25,,"HIRING OF 1 NUMBER BRAND NEW MAHINDRA SCORPIO (CLASSIC S MODEL, DIESEL, MANUAL TRANSMISSION, BS6 2.0) FOR PLYING UNDER E&C SECTION, PUMP STATION NO.-3, JORHAT FOR A PERIOD OF 4 YEARS (48 MONTHS)",archived_tender,pump,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=NGtTLw==
M003684,Oil India Limited,oil-india.com,archive:National Tenders,CGI7968P25,,"HIRING OF 1(ONE) NOS. BRAND NEW MINIBUS EICHER (2065 E) EQUIVALENT(BS-VI,24 plus D(2X2) SEATING CAPACITY,DIESEL DRIVEN) ALONG WITH ONE DRIVER AND ONE HELPER FOR PERATING AT PS 7 FOR A PERIOD OF FOUR YEARS",archived_tender,,,,Guwahati,,,https://www.oil-india.com/tender-details/63?in_detail=NmtPK3VBPT0=
M003685,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/6582280,,"HIRING OF CEMENTING & BHP SERVICES FOR THERMAL AND NON-THERMAL COMPLETION OF VERTICAL/DEVIATED WELLS IN PML & OALP BLOCKS OF OIL INDIA LIMITED IN RAJASTHAN FIELD AND WESTERN PART OF INDIA FOR A PERIOD OF TWO(2) YEARS WITH A PROVISION OF EXTENSION BY 01 (ONE) YEAR AT THE SAME RATE, TERMS AND CONDITIONS",archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=NlVHMXVRPT0=
M003686,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2025/B/5821785,,"HIRING OF CEMENTING & BHP SERVICES FOR THERMAL AND NON-THERMAL COMPLETION OF VERTICAL/DEVIATED WELLS IN PML, DSF & OALP BLOCKS OF OIL INDIA LIMITED IN RAJASTHAN FIELD AND PAN INDIA FOR A PERIOD OF TWO (2) YEARS",archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=NmtHeXZnPT0=
M003687,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2024/B/5061487,,HIRING OF CEMENTING AND BHP SERVICES FOR THERMAL AND NON THERMAL COMPLETION OF VERTICAL AND DEVIATED WELLS,archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=N0VXeQ==
M003688,Oil India Limited,oil-india.com,archive:National Tenders,OIL/GABON/ENQ-CIVIL ENGG/339/2024,,"HIRING OF CIVIL ENGINEERING CONTRACTOR FOR CONSTRUCTION OF PLINTH, REPAIRING OF PLINTH AND BASE CAMP AREA, APPROACH ROADS, MAINTENANCE OF PLINTH, BASE CAMP, APPROACH ROAD, MISCELLENOUS CIVIL ENGINEERING JOBS FOR DRILLING OF 2 (TWO) EXPLORATORY WELLS IN SHAKTHI BLOCK-II, GABON",archived_tender,,,,Gabon,,,https://www.oil-india.com/tender-details/63?in_detail=NmtPd3VRPT0=
M003689,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7515661,,"HIRING OF CONSULTANCY SERVICE FOR CARRYING OUT AN INTEGRATED SEISMIC-TO-SIMULATION STUDY USING PRESTM SEISMIC VOLUME AND PREPARATION OF FIELD DEVELOPMENT PLAN (FDP) FOR JAISALMER PML (AREA-246.47 SQ. KM.) OF JAISALMER SUB-BASIN, RAJASTHAN",archived_tender,,,,Jaisalmer,,,https://www.oil-india.com/tender-details/124?in_detail=NkVHL3RBPT0=
M003690,Oil India Limited,oil-india.com,archive:GeM Tenders,GEM/2026/B/7881861,,HIRING OF CONSULTANCY SERVICES ON REVIEW OF PART OF CENTRAL BASEMENT HIGH AREAS AND SHALMARI AREA TO IDENTIFY FIELD RE-DEVELOPMENT STRATEGY AND OPPORTUNITIES,archived_tender,,,,Duliajan,,,https://www.oil-india.com/tender-details/124?in_detail=NzBlenZRPT0=
